         5864117 function calls (5727303 primitive calls) in 13.246 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1393(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 core_schema.py:159(FieldSerializationInfo)
        1    0.000    0.000    0.000    0.000 core_schema.py:223(SimpleSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:389(ToStringSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:487(NoneSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1146(LiteralSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1333(CallableSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1774(IncExDictSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1850(NoInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1859(WithInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3688(DefinitionReferenceSchema)
        1    0.000    0.000    0.000    0.000 warnings.py:43(PydanticDeprecatedSince20)
        1    0.000    0.000    0.000    0.000 _repr.py:19(PlainRepr)
        1    0.000    0.000    0.000    0.000 _utils.py:284(ClassAttribute)
        1    0.000    0.000    0.000    0.000 functional_validators.py:409(ModelWrapValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 <string>:2(__hash__)
        1    0.000    0.000    0.000    0.000 types.py:2142(FutureDatetime)
        1    0.000    0.000    0.000    0.000 __init__.py:337(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 recipes.py:190(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 mock.py:295(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:293(_Sentinel)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 concurrency.py:49(_PrioritizedWorkItem)
        1    0.000    0.000    0.000    0.000 events.py:84(dispatches_events)
        1    0.000    0.000    0.000    0.000 upload.py:209(GettableMemory)
        1    0.000    0.000    0.000    0.000 utilities.py:27(classproperty)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 std.py:34(TqdmTypeError)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:121(should_wrap)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:320(DefragResult)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        2    0.000    0.000    0.000    0.000 subprocess.py:1034(__enter__)
        3    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 exception.py:27(NetworkXException)
        1    0.000    0.000    0.000    0.000 coreviews.py:217(UnionMultiInner)
        1    0.000    0.000    0.000    0.000 reportviews.py:865(InEdgeDataView)
        1    0.000    0.000    0.000    0.000 digraph.py:21(_CachedPropertyResetterAdjAndSucc)
        1    0.000    0.000    0.000    0.000 ordered.py:136(OrderedMultiDiGraph)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:95(SuperLUInverseLaplacian)
        1    0.000    0.000    0.000    0.000 voterank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:46(Level)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:121(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:846(GMState)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:74(_LUSolver)
        1    0.000    0.000    0.000    0.000 __init__.py:58(ProblemConfigException)
        2    0.000    0.000    0.000    0.000 libmpf.py:692(mpf_sign)
        1    0.000    0.000    0.000    0.000 calculus.py:1(CalculusMethods)
        1    0.000    0.000    0.000    0.000 expressions.py:45(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 quadrature.py:260(TanhSinh)
        1    0.000    0.000    0.000    0.000 optimization.py:58(Secant)
        1    0.000    0.000    0.000    0.000 optimization.py:517(ANewton)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:620(<lambda>)
        1    0.000    0.000    0.000    0.000 iterables.py:2888(NotIterable)
        1    0.000    0.000    0.000    0.000 runtests.py:87(Skipped)
        1    0.000    0.000    0.000    0.000 argparse.py:1110(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1240(FileType)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 cache.py:3(_cache)
        1    0.000    0.000    0.000    0.000 assumptions.py:477(getit)
        1    0.000    0.000    0.000    0.000 assumptions.py:594(ManagedProperties)
        1    0.000    0.000    0.000    0.000 logic.py:367(And)
        1    0.000    0.000    0.000    0.000 kind.py:84(_UndefinedKind)
        1    0.000    0.000    0.000    0.000 dispatcher.py:33(RaiseNotImplementedError)
        1    0.000    0.000    0.000    0.000 mul.py:22(NC_Marker)
        1    0.000    0.000    0.000    0.000 numbers.py:3036(IntegerConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3577(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 function.py:862(UndefSageHelper)
        1    0.000    0.000    0.000    0.000 polyoptions.py:365(Field)
        1    0.000    0.000    0.000    0.000 orderings.py:46(GradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:55(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 polyutils.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 groundtypes.py:40(_GMPYRational)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:7(CharacteristicZero)
        4    0.000    0.000    0.000    0.000 mpelements.py:34(_set_mpc)
        1    0.000    0.000    0.000    0.000 qs.py:49(FactorBaseElem)
        1    0.000    0.000    0.000    0.000 hyper.py:24(TupleArg)
        1    0.000    0.000    0.000    0.000 ordinals.py:253(OrdinalZero)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:9(MathieuBase)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:104(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 pycode.py:740(SymPyPrinter)
        1    0.000    0.000    0.000    0.000 magic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rootoftools.py:151(RootOf)
        1    0.000    0.000    0.000    0.000 common.py:3008(MatrixCommon)
        1    0.000    0.000    0.000    0.000 common.py:3118(_CastableMatrix)
        2    0.000    0.000    0.000    0.000 core.py:26(condition)
        1    0.000    0.000    0.000    0.000 meijerint.py:314(_CoeffExpValueError)
        1    0.000    0.000    0.000    0.000 transforms.py:2263(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 solvers.py:18(PolyNonlinearError)
        1    0.000    0.000    0.000    0.000 diophantine.py:247(Linear)
        1    0.000    0.000    0.000    0.000 single.py:2016(SecondHypergeometric)
        1    0.000    0.000    0.000    0.000 single.py:2102(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 single.py:2196(NthLinearConstantCoeffVariationOfParameters)
        1    0.000    0.000    0.000    0.000 single.py:2298(NthLinearConstantCoeffUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 single.py:2671(SecondLinearBessel)
        1    0.000    0.000    0.000    0.000 single.py:2791(SecondLinearAiry)
        1    0.000    0.000    0.000    0.000 line.py:2519(Line3D)
        1    0.000    0.000    0.000    0.000 plot.py:1018(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 plot.py:1567(TextBackend)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:149(lambdify)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:298(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 _tzpath.py:170(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        4    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:572(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 docscrape.py:602(ObjDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:2214(ModuleScanner)
        1    0.000    0.000    0.000    0.000 op_transforms.py:26(OperationTransformError)
        1    0.000    0.000    0.000    0.000 condition.py:25(ConditionalTransformError)
        1    0.000    0.000    0.000    0.000 converter.py:19(ProblemWarning)
        1    0.000    0.000    0.000    0.000 base.py:147(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 blocks.py:2625(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 format.py:1513(_ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:570(_StreamProxy)
        1    0.000    0.000    0.000    0.000 zipfile.py:758(_Tellable)
        1    0.000    0.000    0.000    0.000 info.py:823(_DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 indexing.py:248(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 merge.py:1894(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 pytables.py:99(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:637(TermValue)
        1    0.000    0.000    0.000    0.000 sql.py:1537(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:4(DegenerateDataWarning)
        1    0.000    0.000    0.000    0.000 utils.py:1896(IgnoreException)
        1    0.000    0.000    0.000    0.000 _util.py:363(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _interface.py:725(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterInv)
        1    0.000    0.000    0.000    0.000 _codata.py:1563(ConstantWarning)
        1    0.000    0.000    0.000    0.000 _linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 report.py:39(SQPReport)
        1    0.000    0.000    0.000    0.000 _nonlin.py:981(Anderson)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:247(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _shgo.py:1532(LMap)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1187(_OptFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1196(_NQuad)
        1    0.000    0.000    0.000    0.000 rk.py:538(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:599(FitSolverError)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1331(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1542(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1954(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5650(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 _covariance.py:611(CovViaPSD)
        1    0.000    0.000    0.000    0.000 __init__.py:363(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 deprecation.py:226(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 rcsetup.py:775(_DunderChecker)
        1    0.000    0.000    0.000    0.000 __init__.py:76(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 Image.py:2845(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 Image.py:3423(register_mime)
        1    0.000    0.000    0.000    0.000 Image.py:3445(register_save_all)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 common.py:56(ExternalReferenceForbidden)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
        1    0.000    0.000    0.000    0.000 model.py:294(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:328(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1077(_idat)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 ticker.py:188(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:305(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1068(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:2876(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2281(BlendedAffine2D)
        2    0.000    0.000    0.000    0.000 unicode.py:290(CJK)
        2    0.000    0.000    0.000    0.000 results.py:8(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:2420(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2469(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2606(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:3500(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3539(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3740(Fancy)
        1    0.000    0.000    0.000    0.000 artist.py:111(_Unset)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:336(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:384(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:613(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:638(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:731(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 _blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1442(YearLocator)
        1    0.000    0.000    0.000    0.000 container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:314(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:513(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:263(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 exceptions.py:246(UndefinedTypeCheck)
        1    0.000    0.000    0.000    0.000 __init__.py:34(AttrsInstance)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FrozenError)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr referencing._core.Retrieved>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq referencing._core.Retrieved>:1(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:30(_MaybeInSubresource)
        1    0.000    0.000    0.000    0.000 typing.py:27(Retrieve)
        1    0.000    0.000    0.000    0.000 <attrs generated eq referencing._core.Resource>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init referencing._core.Resolved>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash referencing._core.Resolver>:1(<module>)
        1    0.000    0.000    0.000    0.000 jsonpointer.py:151(JsonPointerException)
        1    0.000    0.000    0.000    0.000 expansions.py:258(SimpleExpansion)
        1    0.000    0.000    0.000    0.000 expansions.py:446(CommaExpansion)
        1    0.000    0.000    0.000    0.000 expansions.py:465(ReservedCommaExpansion)
        1    0.000    0.000    0.000    0.000 locales.py:2000(AustrianLocale)
        1    0.000    0.000    0.000    0.000 locales.py:2685(MauritaniaArabicLocale)
        1    0.000    0.000    0.000    0.000 <attrs generated eq jsonschema._types.TypeChecker>:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1050(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1416(UnknownHandler)
        1    0.000    0.000    0.000    0.000 client.py:1471(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1515(LineTooLong)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 jsonschema.py:36(UnknownDialect)
        1    0.000    0.000    0.000    0.000 jsonschema.py:303(_maybe_in_subresource_crazy_items)
        1    0.000    0.000    0.000    0.000 <attrs generated init referencing.jsonschema.UnknownDialect>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr jsonschema.validators.create.<locals>.Validator>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(HTTPError)
        1    0.000    0.000    0.000    0.000 connection.py:691(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 connection.py:879(DummyConnection)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1984(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 models.py:206(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:248(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:949(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:1933(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1958(EggMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:229(Splitter)
        1    0.000    0.000    0.000    0.000 functools.py:190(_special_method_cache)
        1    0.000    0.000    0.000    0.000 more.py:3997(countable)
        1    0.000    0.000    0.000    0.000 specifiers.py:657(__hash__)
        1    0.000    0.000    0.000    0.000 markers.py:204(Undefined)
        3    0.000    0.000    0.000    0.000 base.py:441(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:861(Matcher)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Lookup)
        1    0.000    0.000    0.000    0.000 queuing.py:23(QueuingError)
        1    0.000    0.000    0.000    0.000 autoray.py:658(Leaf)
        1    0.000    0.000    0.000    0.000 builtins.py:157(DictVSpace)
        1    0.000    0.000    0.000    0.000 numpy_wrapper.py:117(r_class)
        3    0.000    0.000    0.000    0.000 numpy_jvps.py:220(atleast_jvpmaker)
        1    0.000    0.000    0.000    0.000 tensor.py:282(NonDifferentiableError)
        1    0.000    0.000    0.000    0.000 random.py:33(Generator)
        1    0.000    0.000    0.000    0.000 operation.py:2364(CVObservable)
        1    0.000    0.000    0.000    0.000 integrate.py:68(argnums_unpack)
        1    0.000    0.000    0.000    0.000 cv.py:1005(FockDensityMatrix)
        1    0.000    0.000    0.000    0.000 cv.py:1031(CatState)
        1    0.000    0.000    0.000    0.000 __init__.py:21(PyDAG)
        1    0.000    0.000    0.000    0.000 visit.py:10(StopSearch)
        1    0.000    0.000    0.000    0.000 binary_quadratic_model.py:2596(DictBQM)
        1    0.000    0.000    0.000    0.000 binary_quadratic_model.py:2600(Float32BQM)
        1    0.000    0.000    0.000    0.000 vartypes.py:88(Real)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(InvalidComposition)
        1    0.000    0.000    0.000    0.000 connectedcomponent.py:25(ConnectedComponentsComposite)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 chimera.py:537(__chimera_coordinates_cache_dict)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(DWaveNetworkXException)
        1    0.000    0.000    0.000    0.000 pegasus.py:1020(__pegasus_coordinates_cache_dict)
        1    0.000    0.000    0.000    0.000 pywintypes.py:18(_DummyUnion)
        1    0.000    0.000    0.000    0.000 pypresolve.py:96(InfeasibleModelError)
        1    0.000    0.000    0.000    0.000 client.py:481(SolverAPIClient)
        1    0.000    0.000    0.000    0.000 utils.py:15(InvalidName)
        1    0.000    0.000    0.000    0.000 serving.py:65(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 serving.py:859(ThreadedWSGIServer)
        1    0.000    0.000    0.000    0.000 exceptions.py:175(BadRequest)
        1    0.000    0.000    0.000    0.000 exceptions.py:223(ClientDisconnected)
        1    0.000    0.000    0.000    0.000 exceptions.py:588(Locked)
        1    0.000    0.000    0.000    0.000 structures.py:47(TypeConversionDict)
        1    0.000    0.000    0.000    0.000 structures.py:846(CallbackDict)
        1    0.000    0.000    0.000    0.000 multipart.py:47(NeedData)
        1    0.000    0.000    0.000    0.000 multipart.py:285(MultipartEncoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(ConfigFileReadError)
        1    0.000    0.000    0.000    0.000 models.py:36(GetterMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:189(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2204(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2385(dataclass_transform)
        1    0.000    0.000    0.000    0.000 errors.py:120(PydanticImportError)
        1    0.000    0.000    0.000    0.000 core_schema.py:304(SerializerFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:408(ModelSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2073(NoInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2082(WithInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 _decorators.py:67(RootValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:36(PydanticPluginProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:131(ValidateJsonHandlerProtocol)
        1    0.000    0.000    0.000    0.000 functional_validators.py:492(ModelBeforeValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:77(SupportsLt)
        1    0.000    0.000    0.000    0.000 __init__.py:82(SupportsLe)
        1    0.000    0.000    0.000    0.000 __init__.py:87(SupportsMod)
        1    0.000    0.000    0.000    0.000 __init__.py:92(SupportsDiv)
        1    0.000    0.000    0.000    0.000 mock.py:40(InvalidSpecError)
        1    0.000    0.000    0.000    0.000 utils.py:777(deprecated)
        1    0.000    0.000    0.000    0.000 windows_utils.py:125(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:772(Lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:329(FileHash)
        1    0.000    0.000    0.000    0.000 core.py:375(Timeout)
        1    0.000    0.000    0.000    0.000 pickletools.py:1093(OpcodeInfo)
        1    0.000    0.000    0.000    0.000 mock.py:1059(_AnyComparer)
        1    0.000    0.000    0.000    0.000 mock.py:2108(MagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2139(NonCallableMagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:2157(MagicMock)
        1    0.000    0.000    0.000    0.000 proactor_events.py:437(_ProactorWritePipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:588(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 mock.py:341(_CallList)
        1    0.000    0.000    0.000    0.000 concurrency.py:88(PriorityThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 warnings.py:56(ChainBreakWarning)
        1    0.000    0.000    0.000    0.000 hierarchical_community_searcher.py:6(__init__)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 dataclasses.py:248(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:1249(PlaceHolder)
        1    0.000    0.000    0.000    0.000 utils.py:175(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:428(OleDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
